instancia, alpha, numeroiteracionesgrasp, replica, valoroptimo, valorobjetivo, iteracionmejorsolucion, tiempohallarmejorsolucion, tiempototal 
g100.tsp 0.5 16 1 21285.44318157108 21567.80950649453 10 350.1989467062085 578.8793457576048
g100.tsp 0.5 4 2 21285.44318157108 22171.65187307981 1 34.59745835365902 130.78347283871335
g100.tsp 0.5 8 2 21285.44318157108 21371.424211132828 7 272.0835951574809 303.04005215150573
g100.tsp 0.5 16 2 21285.44318157108 21826.706969161773 11 394.85893102090813 593.9013039687779
g100.tsp 0.5 4 3 21285.44318157108 21789.822444427984 2 77.74360482947668 161.96158339410977
g100.tsp 0.5 8 3 21285.44318157108 22026.90577220876 4 139.68744324795625 295.1966905105746
g100.tsp 0.5 16 3 21285.44318157108 21635.230138806754 3 100.38000353794632 554.1191002023752
g100.tsp 0.5 4 4 21285.44318157108 21827.65285128838 2 70.38067067633892 145.6554269444223
g100.tsp 0.5 8 4 21285.44318157108 21676.383704577955 4 131.69991300032416 282.15083999063063
g100.tsp 0.5 16 4 21285.44318157108 21473.37037318373 7 246.05947765176825 582.828942999211
k105.tsp 0.2 4 1 14382.99593345118 15151.74298476959 4 149.47410446481626 149.4747208886165
k105.tsp 0.2 8 1 14382.99593345118 14822.017568738269 7 208.1595915784801 240.85555004805974
k105.tsp 0.2 16 1 14382.99593345118 14689.436745179033 3 129.88033529590757 600.1741140643644
k105.tsp 0.2 4 2 14382.99593345118 14674.823714804377 1 24.79402479460623 119.27952374167398
k105.tsp 0.2 8 2 14382.99593345118 14569.039513629925 3 105.98462110161927 280.0564637559728
k105.tsp 0.2 16 2 14382.99593345118 14646.64172198636 10 409.5128069440325 609.8901772475001
k105.tsp 0.2 4 3 14382.99593345118 15103.55394043401 1 31.197050946429954 127.0015875478748
k105.tsp 0.2 8 3 14382.99593345118 14589.520822680859 7 221.12280840509993 261.3282981993907
k105.tsp 0.2 16 3 14382.99593345118 14579.940961116265 1 29.70405046585074 595.2840439816282
k105.tsp 0.2 4 4 14382.99593345118 14761.628634783021 3 97.70341079785794 142.90096436212843
k105.tsp 0.2 8 4 14382.99593345118 14876.831949278043 5 175.65885229254127 292.0412617549191
k105.tsp 0.2 16 4 14382.99593345118 14525.428301335 15 559.0280515091217 590.3499424630863
k105.tsp 0.3 4 1 14382.99593345118 15463.999816280992 3 98.47444346771954 133.2746125767335
k105.tsp 0.3 8 1 14382.99593345118 14761.409628401207 2 77.15999789896523 281.28824182166863
k105.tsp 0.3 16 1 14382.99593345118 14668.158409257565 16 681.9366722653976 681.9371151124651
k105.tsp 0.3 4 2 14382.99593345118 14921.770929326107 3 139.72907751363527 182.68732914012435
k105.tsp 0.3 8 2 14382.99593345118 14640.378217884088 7 327.5011682468721 361.64149854376956
k105.tsp 0.3 16 2 14382.99593345118 14488.541127554352 1 37.99026521317137 564.1126020933043
k105.tsp 0.3 4 3 14382.99593345118 14951.66280407973 4 164.1201018155807 164.1206714491309
k105.tsp 0.3 8 3 14382.99593345118 14506.508322011721 4 181.02844213223216 341.94580179770855
k105.tsp 0.3 16 3 14382.99593345118 14773.857186780002 7 273.1019363314481 617.6561568723046
k105.tsp 0.3 4 4 14382.99593345118 14787.196933235631 2 74.63940686868591 167.41570993184723
k105.tsp 0.3 8 4 14382.99593345118 14653.022244883743 7 298.4462488709978 342.67289178230203
k105.tsp 0.3 16 4 14382.99593345118 14608.4706772822 7 302.57745144681394 687.7090624562297
k105.tsp 0.4 4 1 14382.99593345118 14805.825919463136 1 50.33923625031093 154.80030404606077
k105.tsp 0.4 8 1 14382.99593345118 14603.365769570095 3 146.95237929926952 349.4413624596127
k105.tsp 0.4 16 1 14382.99593345118 14655.23997200723 15 673.5380999415574 716.2011087175961
k105.tsp 0.4 4 2 14382.99593345118 15380.930822348831 2 80.517154512876 154.74189200448382
k105.tsp 0.4 8 2 14382.99593345118 14709.9483651906 5 204.42865573726885 330.7642655923228
k105.tsp 0.4 16 2 14382.99593345118 14560.952247560963 15 607.4539167363 646.5630168058487
k105.tsp 0.4 4 3 14382.99593345118 15052.48354105959 1 54.89763561323707 180.89212191063416
k105.tsp 0.4 8 3 14382.99593345118 14829.212379784623 7 294.34447283388363 343.2178089122426
k105.tsp 0.4 16 3 14382.99593345118 14671.40433299509 10 453.98063547799757 731.8973944170466
k105.tsp 0.4 4 4 14382.99593345118 14963.699642175627 4 197.013657319083 197.0141460507839
k105.tsp 0.4 8 4 14382.99593345118 14564.07860215826 3 130.47923810984503 356.981452948934
k105.tsp 0.4 16 4 14382.99593345118 14698.859534463934 2 84.79533431784148 640.5272578861222
k105.tsp 0.5 4 1 14382.99593345118 14858.264105077315 2 81.08686262624178 191.4080731594222
k105.tsp 0.5 8 1 14382.99593345118 14867.995873857828 3 125.36044974183824 373.8615370868574
k105.tsp 0.5 16 1 14382.99593345118 14635.132672023274 9 403.43462888993236 675.5828727764092
k105.tsp 0.5 4 2 14382.99593345118 15196.243631321033 2 85.94695404532831 170.1577078936025
k105.tsp 0.5 8 2 14382.99593345118 14998.994635310535 4 175.73451393685536 343.9966295926897
k105.tsp 0.5 16 2 14382.99593345118 14601.195959905806 15 719.9878309127162 754.8704839862621
k105.tsp 0.5 4 3 14382.99593345118 14821.28512310292 2 92.5410972343634 176.15836627769386
k105.tsp 0.5 8 3 14382.99593345118 14700.44972844515 7 320.23300215899144 371.9903156258915
k105.tsp 0.5 16 3 14382.99593345118 14828.411686305357 7 316.2667789833904 753.7279690375362
k105.tsp 0.5 4 4 14382.99593345118 15205.077479753454 3 119.68321250379813 177.78909883790766
k105.tsp 0.5 8 4 14382.99593345118 14608.18745796396 1 46.811880255601864 383.22884446800526
k105.tsp 0.5 16 4 14382.99593345118 14862.824207536762 6 276.0708359093114 714.0372100212044
d70.tsp 0.2 4 1 678.5974520966245 694.3982461466715 2 9.408133004294113 18.86486329024127
d70.tsp 0.2 8 1 678.5974520966245 703.6421031871097 6 27.166898352539867 35.47782441682327
d70.tsp 0.2 16 1 678.5974520966245 695.1598259473701 9 43.50412551789717 73.26882021327174
d70.tsp 0.2 4 2 678.5974520966245 694.8366030360612 2 9.219867025892981 17.69770955496689
d70.tsp 0.2 8 2 678.5974520966245 693.1272075784818 5 23.395054751824404 33.96386485242286
d70.tsp 0.2 16 2 678.5974520966245 693.1155100893235 10 44.741754020542345 73.6604888798328
d70.tsp 0.2 4 3 678.5974520966245 688.7619308899432 2 9.312730346321331 17.81569305772527
d70.tsp 0.2 8 3 678.5974520966245 690.8369203525255 5 26.549289018693344 36.92023364803367
d70.tsp 0.2 16 3 678.5974520966245 694.8227008474389 12 54.51456511731453 72.5830840634834
d70.tsp 0.2 4 4 678.5974520966245 700.7549764213059 1 6.861418943904823 21.113444572739525
d70.tsp 0.2 8 4 678.5974520966245 700.2233453321932 3 12.327928335861486 32.29891100092823
d70.tsp 0.2 16 4 678.5974520966245 692.1158855485514 5 22.524954002430036 74.3572315424845
d70.tsp 0.3 4 1 678.5974520966245 700.1522955774218 2 12.807708272015873 22.832860452655325
d70.tsp 0.3 8 1 678.5974520966245 691.5517205397437 1 6.158994468216747 43.91990642003816
d70.tsp 0.3 16 1 678.5974520966245 689.530624840599 14 74.66607892413231 83.85100409789675
d70.tsp 0.3 4 2 678.5974520966245 710.2073203990724 4 19.38341914012085 19.38361958236169
d70.tsp 0.3 8 2 678.5974520966245 680.9698097714091 2 10.098994317281267 41.361204464669754
d70.tsp 0.3 16 2 678.5974520966245 692.2572992739607 3 17.118404008844777 84.215693359596
d70.tsp 0.3 4 3 678.5974520966245 715.6914773227294 4 20.75027130642161 20.75046390002035
d70.tsp 0.3 8 3 678.5974520966245 693.6747601436359 4 21.585864897703573 44.30707509791944
d70.tsp 0.3 16 3 678.5974520966245 688.7661975929276 13 70.50610669625007 82.92357626389548
d70.tsp 0.3 4 4 678.5974520966245 707.3227684238323 4 23.552402212713332 23.552634351392726
d70.tsp 0.3 8 4 678.5974520966245 687.5239058978754 6 28.340690529557037 40.33604654848432
d70.tsp 0.3 16 4 678.5974520966245 691.8583798255563 1 5.873154474857984 84.71740753318693
d70.tsp 0.4 4 1 678.5974520966245 687.4970005909769 4 24.588496909597097 24.588704294867284
d70.tsp 0.4 8 1 678.5974520966245 685.2078795305273 7 40.38893703728854 46.595141992498384
d70.tsp 0.4 16 1 678.5974520966245 698.9939066372892 2 11.811277291011038 90.31797293727891
d70.tsp 0.4 4 2 678.5974520966245 698.3428779604973 2 12.874352600239945 25.63415578044919
d70.tsp 0.4 8 2 678.5974520966245 702.187615806081 4 25.125187952334727 51.45033424649273
d70.tsp 0.4 16 2 678.5974520966245 700.9148132910749 15 87.81814998452933 94.74256484563102
d70.tsp 0.4 4 3 678.5974520966245 698.4725643767364 3 18.521689571117122 24.6139871855828
d70.tsp 0.4 8 3 678.5974520966245 686.0528957301061 8 46.55301138807772 46.55325167726983
d70.tsp 0.4 16 3 678.5974520966245 705.4683741870854 15 86.79666462903833 92.67340382017551
d70.tsp 0.4 4 4 678.5974520966245 703.2282427170853 1 7.350243232432831 22.575330812711627
d70.tsp 0.4 8 4 678.5974520966245 693.4652506162688 8 39.1755855917047 39.17577999652849
d70.tsp 0.4 16 4 678.5974520966245 697.9384592360789 3 15.385237610088552 90.46077354403928
d70.tsp 0.5 4 1 678.5974520966245 692.2942788517249 2 13.908858852739968 23.26327846830759
d70.tsp 0.5 8 1 678.5974520966245 691.2373819200767 4 23.817415834635085 48.0915260325869
d70.tsp 0.5 16 1 678.5974520966245 692.2920987672919 3 19.346738511927697 98.82528289071524
d70.tsp 0.5 4 2 678.5974520966245 702.9591547187339 2 9.527022119586263 22.11776343891279
d70.tsp 0.5 8 2 678.5974520966245 689.1074597293488 6 39.472867093813875 48.09612261993698
d70.tsp 0.5 16 2 678.5974520966245 683.179361042637 11 73.04212396326216 101.3804200532802
d70.tsp 0.5 4 3 678.5974520966245 704.3195195131323 4 22.13345589289611 22.133642449077797
d70.tsp 0.5 8 3 678.5974520966245 702.3948881766016 5 30.54524606247196 46.02339951851582
d70.tsp 0.5 16 3 678.5974520966245 687.4136688457534 16 99.6770887575749 99.67728829420321
d70.tsp 0.5 4 4 678.5974520966245 697.762844829259 1 5.920618231489698 24.58985080033517
d70.tsp 0.5 8 4 678.5974520966245 689.7928415766455 4 21.50874021749769 46.05515633136338
d70.tsp 0.5 16 4 678.5974520966245 698.7560964729265 1 3.861075716754385 94.40793527889082
h100.tsp 0.2 4 1 20750.762503687547 21202.53829111863 1 35.29402159885876 127.37407985993195
h100.tsp 0.2 8 1 20750.762503687547 21379.267257818046 1 22.833236281856898 251.8677108379179
h100.tsp 0.2 16 1 20750.762503687547 21236.265486179895 10 286.52604073747034 474.530747205808
h100.tsp 0.2 4 2 20750.762503687547 21185.214915366156 4 122.68921581501354 122.68968884662672
h100.tsp 0.2 8 2 20750.762503687547 21537.12961784154 3 101.18882534507611 239.49543767499108
h100.tsp 0.2 16 2 20750.762503687547 21155.391170188333 16 428.23319039748867 428.2336151297668
h100.tsp 0.2 4 3 20750.762503687547 21946.789550038182 1 27.715758412763535 100.4693928622637
h100.tsp 0.2 8 3 20750.762503687547 21317.63629673764 3 91.13000732036835 225.42022142226506
h100.tsp 0.2 16 3 20750.762503687547 20965.86475069475 9 252.80407736949746 455.7386308647847
h100.tsp 0.2 4 4 20750.762503687547 21557.001102075577 3 81.34522915770413 103.24147343159166
h100.tsp 0.2 8 4 20750.762503687547 21243.53532310913 2 63.219711864278906 227.6172748609506
h100.tsp 0.2 16 4 20750.762503687547 21314.590620898896 15 445.1527149509084 476.48341808357327
h100.tsp 0.3 4 1 20750.762503687547 21590.693128319188 3 83.26968084704913 108.8694631981707
h100.tsp 0.3 8 1 20750.762503687547 21722.94098532019 2 62.49501807451725 253.4443698823461
h100.tsp 0.3 16 1 20750.762503687547 21130.538323546858 10 348.20276875938634 544.8090310700572
h100.tsp 0.3 4 2 20750.762503687547 21395.501648158766 4 149.3801350872036 149.38062532545428
h100.tsp 0.3 8 2 20750.762503687547 21059.809229602888 5 173.0918381670408 272.62471295856085
h100.tsp 0.3 16 2 20750.762503687547 21175.177806561827 16 584.9107452436474 584.9112149546818
h100.tsp 0.3 4 3 20750.762503687547 21216.21746503661 4 126.69719456330586 126.69780766299118
h100.tsp 0.3 8 3 20750.762503687547 20820.370178010253 7 208.2260312285389 253.62204200532778
h100.tsp 0.3 16 3 20750.762503687547 21120.40097068069 2 56.53489370372881 491.9999960756795
h100.tsp 0.3 4 4 20750.762503687547 21464.188146434368 3 95.67294105217297 134.7751527089149
h100.tsp 0.3 8 4 20750.762503687547 21297.555346909598 2 54.01618178662102 257.01485687548484
h100.tsp 0.3 16 4 20750.762503687547 21648.866612705 7 212.0772215807483 511.455339265096
h100.tsp 0.4 4 1 20750.762503687547 20856.504120117632 1 46.84249013259614 151.4001008248615
h100.tsp 0.4 8 1 20750.762503687547 20968.428759728406 2 82.08334955889222 313.8630596119456
h100.tsp 0.4 16 1 20750.762503687547 20750.762503687536 5 170.0214708656913 571.3837110492277
h100.tsp 0.4 4 2 20750.762503687547 21281.741244196997 3 104.77720361943102 137.76116039152657
h100.tsp 0.4 8 2 20750.762503687547 21281.61897415054 1 38.445617816418235 275.8349170987203
h100.tsp 0.4 16 2 20750.762503687547 21336.25636869907 2 59.868171794696536 573.1855177462312
h100.tsp 0.4 4 3 20750.762503687547 22255.87748517444 4 118.68991524976082 118.69057906374837
h100.tsp 0.4 8 3 20750.762503687547 21110.090667914053 5 192.59046601311638 310.1359336487876
h100.tsp 0.4 16 3 20750.762503687547 21257.579091400246 3 114.42166617612747 609.3071058887472
h100.tsp 0.4 4 4 20750.762503687547 21673.832722709572 2 68.42073671579783 136.0691060849622
h100.tsp 0.4 8 4 20750.762503687547 21211.120581255018 6 245.64277932486584 314.30776155221974
h100.tsp 0.4 16 4 20750.762503687547 21177.090969775294 14 473.11123004822366 551.4690399752471
h100.tsp 0.5 4 1 20750.762503687547 21542.589830080018 2 84.01429388636097 163.6468720897774
h100.tsp 0.5 8 1 20750.762503687547 21047.35514146181 3 112.33860973382616 285.04163523436546
h100.tsp 0.5 16 1 20750.762503687547 21275.18642076377 14 535.9810500577314 617.823692031363
h100.tsp 0.5 4 2 20750.762503687547 21319.39554063498 2 75.28871048322071 137.1536522598817
h100.tsp 0.5 8 2 20750.762503687547 21513.206859565693 8 307.68733123533093 307.6877780041814
h100.tsp 0.5 16 2 20750.762503687547 21320.12445778781 10 355.2211505807245 596.9218613356279
h100.tsp 0.5 4 3 20750.762503687547 20889.38536157361 2 89.7948045008925 155.11366191974594
h100.tsp 0.5 8 3 20750.762503687547 21425.34306850057 8 273.322651633498 273.3231491166498
h100.tsp 0.5 16 3 20750.762503687547 20979.80136610459 12 414.3654895213076 567.4374425502047
h100.tsp 0.5 4 4 20750.762503687547 21435.169411749383 3 115.13872565222846 153.55877198940289
h100.tsp 0.5 8 4 20750.762503687547 21532.57733913092 3 104.98009010844544 293.15070418921096
h100.tsp 0.5 16 4 20750.762503687547 21227.01231855639 4 139.6777616276886 568.0865412393323
l130.tsp 0.2 4 1 6110.86094968039 6469.7272805707225 4 443.71762940825647 443.7183988770412
l130.tsp 0.2 8 1 6110.86094968039 6407.841287774574 5 473.7724699827195 797.5887544054276
l130.tsp 0.2 16 1 6110.86094968039 6341.034291708839 1 85.76229089784101 1546.6944538779098
l130.tsp 0.2 4 2 6110.86094968039 6422.698603087083 1 137.94552378364824 447.8987187092025
l130.tsp 0.2 8 2 6110.86094968039 6388.076508406917 1 97.17600790901997 745.6895219120524
l130.tsp 0.2 16 2 6110.86094968039 6287.704732841038 6 630.1004043559951 1677.0933626148035
l130.tsp 0.2 4 3 6110.86094968039 6388.770417957291 1 128.73527587221906 464.8210102107805
l130.tsp 0.2 8 3 6110.86094968039 6431.874004665167 7 663.5013990204316 756.3605237459196
l130.tsp 0.2 16 3 6110.86094968039 6268.139035797659 10 1035.5203480570817 1654.3157895054574
l130.tsp 0.2 4 4 6110.86094968039 6332.053792148386 4 439.4148444987841 439.4162125774492
l130.tsp 0.2 8 4 6110.86094968039 6401.492970261863 1 100.44789845064952 821.9000997683142
l130.tsp 0.2 16 4 6110.86094968039 6351.883405989531 11 1218.5176324269669 1728.984277660802
l130.tsp 0.3 4 1 6110.86094968039 6262.24366185202 2 207.11323628185346 410.0346007380722
l130.tsp 0.3 8 1 6110.86094968039 6262.334476275912 5 540.9961777113676 913.4715065619166
l130.tsp 0.3 16 1 6110.86094968039 6368.416918425424 3 420.4046195295341 1967.0512039363966
l130.tsp 0.3 4 2 6110.86094968039 6281.940653011608 1 114.83882572241419 489.48316179522953
l130.tsp 0.3 8 2 6110.86094968039 6405.73519655963 7 805.8868603168157 938.5200048299375
l130.tsp 0.3 16 2 6110.86094968039 6316.712211086052 11 1225.9159410446227 1779.4094859894176
l130.tsp 0.3 4 3 6110.86094968039 6404.735916897183 1 110.24648599696229 480.9903446610333
l130.tsp 0.3 8 3 6110.86094968039 6477.398917056176 7 794.9618978619983 926.6300014338849
l130.tsp 0.3 16 3 6110.86094968039 6331.586765707953 14 1764.6602769665042 1977.958784969851
l130.tsp 0.3 4 4 6110.86094968039 6274.477584784229 2 260.5909508176992 471.3722001101851
l130.tsp 0.3 8 4 6110.86094968039 6208.113894759559 5 573.8030011999363 967.435368697501
l130.tsp 0.3 16 4 6110.86094968039 6278.826207224553 14 1662.2949383806117 1859.2178623016152
l130.tsp 0.4 4 1 6110.86094968039 6386.393649365354 3 362.7662115963685 473.7953288505523
l130.tsp 0.4 8 1 6110.86094968039 6414.70614012466 4 504.0649635113514 979.3544715373428
l130.tsp 0.4 16 1 6110.86094968039 6286.975095052631 5 593.4696711871802 2072.9590768789567
l130.tsp 0.4 4 2 6110.86094968039 6440.2494459478385 4 469.6374458707942 469.6387786305713
l130.tsp 0.4 8 2 6110.86094968039 6251.452336535208 8 892.6962663104641 892.6970677775535
l130.tsp 0.4 16 2 6110.86094968039 6226.73500359674 5 649.2812847623136 1993.3430556876192
l130.tsp 0.4 4 3 6110.86094968039 6344.892228325831 3 399.9148325748829 538.1899673224762
l130.tsp 0.4 8 3 6110.86094968039 6281.402670540858 3 407.4232147735602 1023.4014761484286
l130.tsp 0.4 16 3 6110.86094968039 6342.843778757327 2 228.87978023802862 1898.4771476223978
l130.tsp 0.4 4 4 6110.86094968039 6489.49928375557 2 237.36006580784306 491.5698286128245
l130.tsp 0.4 8 4 6110.86094968039 6318.812703521792 3 468.3595088561415 982.9717723591966
l130.tsp 0.4 16 4 6110.86094968039 6350.172900072109 9 1169.841225293756 2073.1015587101065
l130.tsp 0.5 4 1 6110.86094968039 6340.5993759349585 1 147.52282581297914 479.35739425087377
l130.tsp 0.5 8 1 6110.86094968039 6299.511039102455 5 680.6167079474981 1103.419912608384
l130.tsp 0.5 16 1 6110.86094968039 6435.402825317542 5 667.4203633015568 2049.3572919166472
l130.tsp 0.5 4 2 6110.86094968039 6385.347592904224 2 222.30459251208958 549.3767013063407
l130.tsp 0.5 8 2 6110.86094968039 6358.019572115144 3 417.02305115955824 1077.4461895597924
l130.tsp 0.5 16 2 6110.86094968039 6348.915027928549 12 1571.4976645762072 2159.9490164293165
l130.tsp 0.5 4 3 6110.86094968039 6346.353074383454 3 411.98763114401663 534.1346685080789
l130.tsp 0.5 8 3 6110.86094968039 6365.874352331108 8 1022.8033565019286 1022.8042479265278
l130.tsp 0.5 16 3 6110.86094968039 6310.42538800927 2 340.40741666478425 2284.1470397790326
l130.tsp 0.5 4 4 6110.86094968039 6442.1456780684985 3 450.6171670930489 585.1268026594771
l130.tsp 0.5 8 4 6110.86094968039 6383.694105765435 1 114.88653097572387 1019.5435465296177
l130.tsp 0.5 16 4 6110.86094968039 6337.361541015413 8 1182.795816975704 2255.674361354497
i100.tsp 0.2 4 1 21294.290821490355 22479.783650501704 3 89.6449380338365 119.34535989579481
i100.tsp 0.2 8 1 21294.290821490355 21951.46077767172 6 162.27876909887567 211.93118744707857
i100.tsp 0.2 16 1 21294.290821490355 21918.45999413512 3 60.573148448619634 406.1876547644742
i100.tsp 0.2 4 2 21294.290821490355 23094.296510093372 2 65.83446498998558 127.95100001660285
i100.tsp 0.2 8 2 21294.290821490355 21661.463884335808 5 126.90684895530683 203.46206910083777
i100.tsp 0.2 16 2 21294.290821490355 21851.70906258321 3 71.19366527857233 436.3524423467902
i100.tsp 0.2 4 3 21294.290821490355 22060.044172843736 4 116.57019435836969 116.57087446927653
i100.tsp 0.2 8 3 21294.290821490355 22215.419472732938 1 35.02666529819385 214.46613859712397
i100.tsp 0.2 16 3 21294.290821490355 21986.80598930346 1 30.70951898680687 432.6239001779518
i100.tsp 0.2 4 4 21294.290821490355 22173.236631957363 2 51.44940297854146 101.50860039937288
i100.tsp 0.2 8 4 21294.290821490355 22254.149722165053 3 83.66135548246984 230.45730107963436
i100.tsp 0.2 16 4 21294.290821490355 21556.063629197757 10 278.91951658694825 437.28076686806344
i100.tsp 0.3 4 1 21294.290821490355 22334.37252414986 1 34.83265588893664 112.49603812002033
i100.tsp 0.3 8 1 21294.290821490355 22365.962434621964 6 208.54304305105052 269.00146889466123
i100.tsp 0.3 16 1 21294.290821490355 21976.0577805635 13 454.6119099403959 566.2897640742658
i100.tsp 0.3 4 2 21294.290821490355 22179.254727726824 1 40.32103257317658 133.5517809517628
i100.tsp 0.3 8 2 21294.290821490355 21941.108704446942 6 187.37622902198927 256.60993601886094
i100.tsp 0.3 16 2 21294.290821490355 21938.885588961082 1 39.188154961443615 534.3459117123675
i100.tsp 0.3 4 3 21294.290821490355 21699.74104503197 2 71.25745050479964 133.05091775729306
i100.tsp 0.3 8 3 21294.290821490355 21953.34257792819 3 94.87703455947485 250.81611316465842
i100.tsp 0.3 16 3 21294.290821490355 21981.490845589316 15 490.3343555624642 513.595846584125
i100.tsp 0.3 4 4 21294.290821490355 22596.838740276704 1 41.045061800135045 137.17588428756608
i100.tsp 0.3 8 4 21294.290821490355 21980.54619938588 8 251.6699539196925 251.67033336905388
i100.tsp 0.3 16 4 21294.290821490355 21927.3894982781 14 415.6956067491883 476.2621346064161
i100.tsp 0.4 4 1 21294.290821490355 21968.420797140596 2 88.45500687506683 156.03209079012686
i100.tsp 0.4 8 1 21294.290821490355 21683.548140382805 4 117.68183035262882 250.97709146178568
i100.tsp 0.4 16 1 21294.290821490355 21918.444280484888 11 375.73131755262784 563.0359942584519
i100.tsp 0.4 4 2 21294.290821490355 21884.982968299337 4 159.62819547226627 159.62883483085534
i100.tsp 0.4 8 2 21294.290821490355 22488.79238585921 4 132.57463575729162 265.396979498566
i100.tsp 0.4 16 2 21294.290821490355 21828.55809888767 3 101.1233322113867 524.381328797248
i100.tsp 0.4 4 3 21294.290821490355 22652.38522751406 4 130.25476387050549 130.25523599365624
i100.tsp 0.4 8 3 21294.290821490355 21690.428789785412 4 146.7567086616782 283.055647743
i100.tsp 0.4 16 3 21294.290821490355 21866.010529018742 15 511.6571839544522 543.9464571896879
i100.tsp 0.4 4 4 21294.290821490355 21568.823664950534 3 106.51931403283561 144.69974326039846
i100.tsp 0.4 8 4 21294.290821490355 21920.416899128195 8 312.4435557755842 312.44396692119153
i100.tsp 0.4 16 4 21294.290821490355 22018.708507309108 7 243.62064844484485 575.5937609710509
i100.tsp 0.5 4 1 21294.290821490355 22028.929273446975 1 34.96514046720404 135.64901598245706
i100.tsp 0.5 8 1 21294.290821490355 21786.543500665684 2 79.29473947948645 278.5724287928715
i100.tsp 0.5 16 1 21294.290821490355 21787.81643765192 3 107.25426729596256 582.0520920277904
i100.tsp 0.5 4 2 21294.290821490355 22401.090981787136 2 71.8120732515381 140.64310840569487
i100.tsp 0.5 8 2 21294.290821490355 22095.08357435475 2 70.39695021726948 281.1944730800751
i100.tsp 0.5 16 2 21294.290821490355 21632.648922141434 9 338.2291197952127 566.5963606670703
i100.tsp 0.5 4 3 21294.290821490355 21757.915640581716 1 40.19623901385421 164.3247896350258
i100.tsp 0.5 8 3 21294.290821490355 22131.79057947722 6 194.605196373348 277.8932742072557
i100.tsp 0.5 16 3 21294.290821490355 21982.022584324142 2 83.54750799575777 571.2012947162366
i100.tsp 0.5 4 4 21294.290821490355 22467.908901029008 1 51.178293806100555 160.9952434498191
i100.tsp 0.5 8 4 21294.290821490355 21797.879438452754 7 237.9734104709314 274.45261063876933
i100.tsp 0.5 16 4 21294.290821490355 21860.844289358007 5 170.67777081801978 576.7835771177251
