instancia, alpha, numeroiteracionesgrasp, replica, valoroptimo, valorobjetivo, iteracionmejorsolucion, tiempohallarmejorsolucion, tiempototal 
a48.txt 0.3 4 1 33523.70850743559 34242.24661891875 1 1.0890219207789755 3.1588332745688064
a48.txt 0.3 8 1 33523.70850743559 34066.87075279926 5 5.429093150631985 7.887366813819469
a48.txt 0.3 16 1 33523.70850743559 33659.380722890186 6 5.4516345796243115 14.77826402741485
a48.txt 0.3 4 2 33523.70850743559 34576.78523977974 3 2.9558692481199387 3.832669012417824
a48.txt 0.3 8 2 33523.70850743559 34265.95172028446 8 7.50120839592158 7.50129533522346
a48.txt 0.3 16 2 33523.70850743559 33909.40092267966 16 14.775734335228279 14.775821576402748
a48.txt 0.3 4 3 33523.70850743559 33639.25024795529 4 3.698105689211303 3.6982025903081706
a48.txt 0.3 8 3 33523.70850743559 34228.44267336216 5 3.971422628851286 6.3716163102960195
a48.txt 0.3 16 3 33523.70850743559 33871.38497325037 11 9.9779569626306 15.66043651981974
a48.txt 0.3 4 4 33523.70850743559 34542.70734944478 4 3.9861703116774265 3.986266307156569
a48.txt 0.3 8 4 33523.70850743559 33931.47156477728 2 2.1122552417153884 8.242808187750228
a48.txt 0.3 16 4 33523.70850743559 33639.25024795529 11 10.302771250621873 16.232233591414285
a48.txt 0.4 4 1 33523.70850743559 33607.68229830574 4 3.545538383701796 3.545632869818064
a48.txt 0.4 8 1 33523.70850743559 34325.109329182975 6 6.90817006051941 9.196785902309188
a48.txt 0.4 16 1 33523.70850743559 33659.380722890186 16 16.10825995817251 16.10834599185668
a48.txt 0.4 4 2 33523.70850743559 33619.91135886103 3 3.17848729237204 3.973435213315213
a48.txt 0.4 8 2 33523.70850743559 33891.78595592239 4 4.552739855873966 10.225957056814849
a48.txt 0.4 16 2 33523.70850743559 33748.16838068663 16 16.97482805338072 16.974917709535788
a48.txt 0.4 4 3 33523.70850743559 33953.51492403792 1 1.1066171676141323 4.12642514043111
a48.txt 0.4 8 3 33523.70850743559 33907.33591817209 8 8.809345431581193 8.809437502716861
a48.txt 0.4 16 3 33523.70850743559 33732.82971092214 15 17.497793009597046 18.580420967344594
a48.txt 0.4 4 4 33523.70850743559 34357.945147756116 4 4.523421689423856 4.523517383030423
a48.txt 0.4 8 4 33523.70850743559 34054.51335497606 4 4.557754864978449 8.013059007636173
a48.txt 0.4 16 4 33523.70850743559 33659.380722890186 13 11.97870983283508 14.3973889833415
a48.txt 0.5 4 1 33523.70850743559 34066.87075279926 1 1.2488824677237744 3.9008224820204873
a48.txt 0.5 8 1 33523.70850743559 34220.79345812775 6 6.1651261102873605 8.264910090271997
a48.txt 0.5 16 1 33523.70850743559 33772.05290861102 10 10.402175776778506 17.299878103853814
a48.txt 0.5 4 2 33523.70850743559 34980.341247362514 1 0.6408652151022807 3.9276828019570758
a48.txt 0.5 8 2 33523.70850743559 34220.88700315446 8 10.190690793127885 10.190781958645857
a48.txt 0.5 16 2 33523.70850743559 34226.53933009665 7 6.589441221786956 16.493863836148364
a48.txt 0.5 4 3 33523.70850743559 33555.276457085136 4 4.902079479426789 4.902174569288206
a48.txt 0.5 8 3 33523.70850743559 34078.71888347946 4 4.232306342705101 8.413611615573757
a48.txt 0.5 16 3 33523.70850743559 34053.018497915415 13 13.311221569640793 16.483064948488447
a48.txt 0.5 4 4 33523.70850743559 33772.05290861102 1 1.0642964436995612 4.067044087885961
a48.txt 0.5 8 4 33523.70850743559 33784.02700990831 4 4.657447075699963 8.374828234504264
a48.txt 0.5 16 4 33523.70850743559 34209.18804428269 7 7.148578361290788 17.14593848561401
e76.tsp 0.2 4 1 545.3875524687445 570.8252390376404 4 32.304202730377085 32.30442068237693
e76.tsp 0.2 8 1 545.3875524687445 561.8702159569672 7 38.310100716766215 46.895768833226214
e76.tsp 0.2 16 1 545.3875524687445 559.7453474192289 10 60.243229299993686 94.61889613651397
e76.tsp 0.2 4 2 545.3875524687445 564.7058859628529 3 20.420149873696573 27.40436374920921
e76.tsp 0.2 8 2 545.3875524687445 575.0515902168373 2 10.16923459604618 42.10422512932223
e76.tsp 0.2 16 2 545.3875524687445 563.420221811318 13 75.06454337546677 91.70599965707277
e76.tsp 0.2 4 3 545.3875524687445 575.4572526337128 3 19.042265783105677 26.555356789234907
e76.tsp 0.2 8 3 545.3875524687445 571.0767803392367 4 25.11173843586539 48.18149183012065
e76.tsp 0.2 16 3 545.3875524687445 555.6033276538226 5 29.936428654227825 95.08705461720137
e76.tsp 0.2 4 4 545.3875524687445 578.0716917370759 3 16.298009814481134 21.970299360996023
e76.tsp 0.2 8 4 545.3875524687445 569.5888296737229 1 6.390742051091479 51.4336840287674
e76.tsp 0.2 16 4 545.3875524687445 560.126457462884 16 94.389176841785 94.38942618853275
e76.tsp 0.3 4 1 545.3875524687445 573.3050233762759 1 7.011357351925426 28.905639462715044
e76.tsp 0.3 8 1 545.3875524687445 568.2358752373163 2 13.322475077400213 52.55398025028876
e76.tsp 0.3 16 1 545.3875524687445 572.8777253388483 14 98.28416141005869 111.95684399466768
e76.tsp 0.3 4 2 545.3875524687445 561.5262810282329 4 24.754180331431826 24.754403113392982
e76.tsp 0.3 8 2 545.3875524687445 571.9553989653202 2 15.60679798928686 54.573407259914575
e76.tsp 0.3 16 2 545.3875524687445 563.1869899633635 8 53.119709683106294 106.59382954342368
e76.tsp 0.3 4 3 545.3875524687445 573.2124005834929 2 12.730483636091321 22.932170741543814
e76.tsp 0.3 8 3 545.3875524687445 582.2319664833763 8 52.201741442516095 52.20193464096474
e76.tsp 0.3 16 3 545.3875524687445 560.5918442032699 2 10.827875577784198 105.36909174994321
e76.tsp 0.3 4 4 545.3875524687445 577.9547762225795 1 6.804148393313426 29.257062007042123
e76.tsp 0.3 8 4 545.3875524687445 571.6807632311339 4 37.04101603064123 66.55022887978703
e76.tsp 0.3 16 4 545.3875524687445 565.2220494933518 2 17.608033855613257 123.23937287783588
e76.tsp 0.4 4 1 545.3875524687445 568.9937475851344 1 7.679548676348986 29.252883486845576
e76.tsp 0.4 8 1 545.3875524687445 567.6504743936492 2 15.580386251998334 61.860586791988
e76.tsp 0.4 16 1 545.3875524687445 565.954398366635 6 46.584925811795756 131.4679679990918
e76.tsp 0.4 4 2 545.3875524687445 576.6160660833755 2 16.137109920257444 31.60453847305598
e76.tsp 0.4 8 2 545.3875524687445 565.7923859093025 3 23.679634106288177 60.69600073173888
e76.tsp 0.4 16 2 545.3875524687445 563.3437555076845 7 50.75710185422213 124.73487920267007
e76.tsp 0.4 4 3 545.3875524687445 572.0299204737397 2 15.419215578073818 32.228360264391995
e76.tsp 0.4 8 3 545.3875524687445 559.4460455796664 8 64.46444363676801 64.46463925019725
e76.tsp 0.4 16 3 545.3875524687445 565.2322054983924 16 125.82650568003419 125.8267197076907
e76.tsp 0.4 4 4 545.3875524687445 565.4449202016156 4 33.20703025004741 33.20724639081209
e76.tsp 0.4 8 4 545.3875524687445 572.5276297402073 5 39.02233313691477 58.5339926632887
e76.tsp 0.4 16 4 545.3875524687445 563.746927593911 7 60.47118143266289 129.36953188015877
e76.tsp 0.5 4 1 545.3875524687445 573.0221367009685 3 27.677124941436432 35.60053292584553
e76.tsp 0.5 8 1 545.3875524687445 569.8848759708848 8 69.70062964581894 69.70082646673836
e76.tsp 0.5 16 1 545.3875524687445 567.9306373170537 10 83.28869100806105 129.02132458063852
e76.tsp 0.5 4 2 545.3875524687445 563.4950075002388 3 22.28562911452309 31.53550896923798
e76.tsp 0.5 8 2 545.3875524687445 566.864172478165 2 15.107268306760488 72.0436661699855
e76.tsp 0.5 16 2 545.3875524687445 562.3113172177815 1 8.648551796504307 135.08249936002994
e76.tsp 0.5 4 3 545.3875524687445 567.4970622075184 4 33.62321381996844 33.6234326775857
e76.tsp 0.5 8 3 545.3875524687445 565.7006362203796 8 58.89737751218354 58.897578861191505
e76.tsp 0.5 16 3 545.3875524687445 562.1787066475007 8 62.113217611487926 130.21213883965038
e76.tsp 0.5 4 4 545.3875524687445 562.4966947464594 1 10.285305507121848 29.75063453615485
e76.tsp 0.5 8 4 545.3875524687445 568.89509468456 5 42.0883910070952 62.84433759496869
e76.tsp 0.5 16 4 545.3875524687445 567.7967362751937 2 17.19402920194534 129.24675849227924
c52.tsp 0.2 4 1 7544.365901904087 7957.2411088702065 4 3.415932411937732 3.4160178418767297
c52.tsp 0.2 8 1 7544.365901904087 7869.443789118918 6 6.27727328162055 9.201285614926512
c52.tsp 0.2 16 1 7544.365901904087 7769.898338567405 7 7.455922981438457 15.876962473616336
c52.tsp 0.2 4 2 7544.365901904087 7847.8007026141795 4 4.166326959394517 4.166435633521864
c52.tsp 0.2 8 2 7544.365901904087 7911.919465403959 7 7.2489648789370165 8.137122297032946
c52.tsp 0.2 16 2 7544.365901904087 7785.4358692278565 16 15.509142210963049 15.509283789201177
c52.tsp 0.2 4 3 7544.365901904087 7946.664674665582 1 1.5505283373824597 4.9439845248042715
c52.tsp 0.2 8 3 7544.365901904087 7903.371758940133 6 7.534203068474362 9.48724075183177
c52.tsp 0.2 16 3 7544.365901904087 7898.724370021189 6 5.606618375104446 17.910152155853197
c52.tsp 0.2 4 4 7544.365901904087 7919.326855554893 4 5.4030659990050225 5.403176182495258
c52.tsp 0.2 8 4 7544.365901904087 8047.201518502633 5 4.917499432479573 8.552935469303193
c52.tsp 0.2 16 4 7544.365901904087 7854.690229218645 10 10.220719265749295 15.78951481832101
c52.tsp 0.3 4 1 7544.365901904087 8030.982239705875 3 3.576905359324954 5.0018504788906455
c52.tsp 0.3 8 1 7544.365901904087 7997.277644490017 8 10.598774216218033 10.598888927796907
c52.tsp 0.3 16 1 7544.365901904087 7544.365901904088 1 2.223922737525413 19.38118023724769
c52.tsp 0.3 4 2 7544.365901904087 7910.937514560871 3 2.7418041595625766 3.8172218908331956
c52.tsp 0.3 8 2 7544.365901904087 7908.118360641218 6 8.298387758946319 11.182433370685061
c52.tsp 0.3 16 2 7544.365901904087 7829.076340090939 10 13.780741495645799 21.398336259484864
c52.tsp 0.3 4 3 7544.365901904087 8049.839852654272 2 2.677137620084892 4.665605182065377
c52.tsp 0.3 8 3 7544.365901904087 7870.510654604218 5 6.5039762655705715 10.022903977956048
c52.tsp 0.3 16 3 7544.365901904087 7598.4423409045385 13 18.057754563105846 21.37372006027792
c52.tsp 0.3 4 4 7544.365901904087 7606.948443594047 4 5.382343050410299 5.382452932027945
c52.tsp 0.3 8 4 7544.365901904087 7800.933736203283 1 1.4431770156635935 9.018763191831596
c52.tsp 0.3 16 4 7544.365901904087 7746.347859668592 8 9.530960655135914 18.966200535159714
c52.tsp 0.4 4 1 7544.365901904087 7875.063151732773 3 3.1414339430354516 4.3331040107997865
c52.tsp 0.4 8 1 7544.365901904087 7940.236843735941 3 4.87744456412014 12.336262201689522
c52.tsp 0.4 16 1 7544.365901904087 7544.365901904087 8 12.051996041846792 22.956715396950358
c52.tsp 0.4 4 2 7544.365901904087 7837.132265926903 2 3.252143295289329 5.931011550852247
c52.tsp 0.4 8 2 7544.365901904087 7619.153101381145 3 4.597316171676141 10.608331501972998
c52.tsp 0.4 16 2 7544.365901904087 7742.357135494207 13 18.725111209857005 21.765031744920122
c52.tsp 0.4 4 3 7544.365901904087 7973.838175194486 2 2.0335428731507363 3.718572649861642
c52.tsp 0.4 8 3 7544.365901904087 8003.620071207605 1 1.00313313546593 11.182267944513399
c52.tsp 0.4 16 3 7544.365901904087 7544.365901904087 7 9.622929154128883 22.752240196386254
c52.tsp 0.4 4 4 7544.365901904087 7925.29791105251 4 4.9789920836935835 4.979099550330602
c52.tsp 0.4 8 4 7544.365901904087 7707.2918867076 2 3.066157790002933 10.830727368009207
c52.tsp 0.4 16 4 7544.365901904087 7544.365901904087 13 16.564473039156496 20.214014373964574
c52.tsp 0.5 4 1 7544.365901904087 7956.532177658997 1 1.174159948995623 4.627799264396913
c52.tsp 0.5 8 1 7544.365901904087 7677.68268289901 2 3.4389157823812297 11.90769612057511
c52.tsp 0.5 16 1 7544.365901904087 7598.4423409045385 10 14.396737240450022 23.012284704478873
c52.tsp 0.5 4 2 7544.365901904087 7862.858493945676 1 1.1117248515994334 5.792775947759139
c52.tsp 0.5 8 2 7544.365901904087 7714.483921619257 2 2.5895722344849332 11.092406817973256
c52.tsp 0.5 16 2 7544.365901904087 7728.992251326052 6 8.948923763892196 24.356751199037888
c52.tsp 0.5 4 3 7544.365901904087 8095.370001864391 1 1.1509981718596691 4.046323554271851
c52.tsp 0.5 8 3 7544.365901904087 8028.815073640187 5 7.251456535179045 11.321163441057593
c52.tsp 0.5 16 3 7544.365901904087 7544.365901904089 12 15.163183862133621 21.21544736308266
c52.tsp 0.5 4 4 7544.365901904087 7870.510654604219 2 2.6896900855385866 6.4318097019430525
c52.tsp 0.5 8 4 7544.365901904087 8007.455239276308 3 3.511276751947662 10.98426187325208
c52.tsp 0.5 16 4 7544.365901904087 7619.153101381144 10 13.970149632198513 23.465932170439714
g100.tsp 0.2 4 1 21285.44318157108 22153.684213826516 3 86.02955845702058 114.96303268434747
g100.tsp 0.2 8 1 21285.44318157108 22506.389875562993 1 34.16002023753754 212.75728418525807
g100.tsp 0.2 16 1 21285.44318157108 21762.492721452585 12 310.9874801367845 429.8556575146953
g100.tsp 0.2 4 2 21285.44318157108 21921.651270756607 3 69.15637633367328 101.04282032302785
g100.tsp 0.2 8 2 21285.44318157108 21879.573321394008 4 113.28276464564988 232.68612557416168
g100.tsp 0.2 16 2 21285.44318157108 21713.44645693286 5 149.14479136982527 456.93478314681647
g100.tsp 0.2 4 3 21285.44318157108 22610.309908759555 4 118.12389937258786 118.12437602938553
g100.tsp 0.2 8 3 21285.44318157108 21846.54941996242 6 171.62447353422795 243.74741174453402
g100.tsp 0.2 16 3 21285.44318157108 21848.629438002372 4 106.21671703913717 423.9311223380878
g100.tsp 0.2 4 4 21285.44318157108 22389.57685136849 2 64.78010726136381 123.14213549490205
g100.tsp 0.2 8 4 21285.44318157108 21558.383709172682 7 200.5405354495001 230.72236598065138
g100.tsp 0.2 16 4 21285.44318157108 21712.62178024289 6 157.2177189542167 439.7461834250221
g100.tsp 0.3 4 1 21285.44318157108 21964.36759488985 3 95.49811420201786 125.51880635961015
g100.tsp 0.3 8 1 21285.44318157108 21438.243532985205 1 27.527692884500993 271.67559746620236
g100.tsp 0.3 16 1 21285.44318157108 21970.431709626024 1 25.28482069976417 506.232602177829
g100.tsp 0.3 4 2 21285.44318157108 21391.046288856916 2 69.00088931660866 135.42990911220477
g100.tsp 0.3 8 2 21285.44318157108 21779.429192332336 1 42.16709311199247 281.020309383166
g100.tsp 0.3 16 2 21285.44318157108 21465.747684735932 9 292.0757784689986 555.208518481847
g100.tsp 0.3 4 3 21285.44318157108 22170.342010247365 1 40.242823583252175 135.35259169681467
g100.tsp 0.3 8 3 21285.44318157108 22243.63040769118 2 71.78012416622823 279.3726547519582
g100.tsp 0.3 16 3 21285.44318157108 21573.825518046655 14 448.3376924739541 515.6544851019844
g100.tsp 0.3 4 4 21285.44318157108 21492.971688621954 2 66.04786280253666 119.0237996338883
g100.tsp 0.3 8 4 21285.44318157108 22006.548690710457 5 169.76735405064665 250.72372531285964
g100.tsp 0.3 16 4 21285.44318157108 21688.22445594418 15 445.52639060620913 469.8365360001162
g100.tsp 0.4 4 1 21285.44318157108 21907.98031886033 1 39.833865937181145 145.15410444066583
g100.tsp 0.4 8 1 21285.44318157108 21688.991808073602 7 258.3896359899736 283.3666336015576
g100.tsp 0.4 16 1 21285.44318157108 21750.8384363302 5 186.9881973860247 561.6294106602072
g100.tsp 0.4 4 2 21285.44318157108 21701.839174174238 2 55.86289460783337 113.00514602180374
g100.tsp 0.4 8 2 21285.44318157108 21868.745419503655 4 133.38906756391407 283.37784454528446
g100.tsp 0.4 16 2 21285.44318157108 21717.498212790175 9 329.4381798170416 585.536738194367
g100.tsp 0.4 4 3 21285.44318157108 21813.45540893421 1 30.34330488888736 125.97842637448593
g100.tsp 0.4 8 3 21285.44318157108 22046.279727494162 7 216.9452680869963 257.3990058128584
g100.tsp 0.4 16 3 21285.44318157108 21712.26797362732 6 218.71521250621663 581.9178689245109
g100.tsp 0.4 4 4 21285.44318157108 22279.87379894388 3 94.05897593954614 126.72093902898268
g100.tsp 0.4 8 4 21285.44318157108 21517.779027024873 6 194.29478521162673 254.90882512401004
g100.tsp 0.4 16 4 21285.44318157108 21693.519306414943 2 58.88124393236285 568.9684023937298
g100.tsp 0.5 4 1 21285.44318157108 21833.349134866818 3 106.52826040494438 137.15894164682504
g100.tsp 0.5 8 1 21285.44318157108 21559.064394361074 1 35.00603292343112 311.77567909254685
